token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59
34,letter,0.21153022,-0.21149011,0.10967917,0.09052256,0.0777023,-0.003977451,0.038003553,-0.39970472,-0.4468915,-0.19124909,-0.34728435,0.026607467,0.24875946,0.18192159,0.22449946,-0.64854765,-0.2724386,-0.15894957,-0.23487787,0.39272758,-0.062128298,0.29958338,0.15457164,-0.08114145,0.09995771,-0.2964151,0.09673165,-0.35890007,0.36298192,-0.15761544,-0.06576505,0.02268672,0.02311882,0.012407478,-0.053478815,0.18510295,0.027002318,0.106541164,-0.017254721,-0.07464499,-0.33218518,-0.19719602,0.17002605,0.030134303,-0.09205944,0.3683046,-0.033980872,-0.29007044,0.17559843,0.10634454,-0.13771254,-0.030052707,-0.1460986,-0.04113347,0.020007325,-0.18511291,-0.1900698,0.5487322,-0.077566236,-0.13784504
35,letter,0.5024967,0.06503366,0.3805003,-0.055207618,-0.10170473,0.19076586,0.056208905,-0.17997132,-0.41847342,-0.23150037,-0.11586786,-0.14939079,-0.11184737,0.56169564,-0.29890558,0.2502843,-0.3941768,0.09517674,-0.039700266,0.35941333,0.023529967,0.122932754,0.14652817,-0.29711536,-0.4328407,-0.10302055,-0.23687202,0.03513236,0.32870972,-0.12980378,-0.14644963,0.09615972,0.0037837992,-0.009820719,-0.079536825,0.08296492,-0.15416448,0.156424,-0.020240203,-0.07173534,-0.66746986,0.30745226,0.2010769,0.15495533,-0.027326826,0.0213156,-0.2659093,-0.063909434,0.0022341043,0.33887678,-0.058471005,0.28162047,-0.24127083,0.17347953,0.001024601,-0.23974276,-0.11756739,0.21391428,0.04877895,-0.045520786
36,letter,0.2294162,0.4121583,0.28750443,0.2619355,0.3096902,0.10516938,-0.21095195,-0.21953072,-0.27502188,0.25399595,-0.17319109,0.52988154,0.3140479,0.21509832,-0.040117286,0.06507039,-0.50049025,0.088050164,-0.012131208,0.5532489,0.11369802,0.2561078,0.46790734,-0.2573882,-0.10337709,-0.38949335,-0.05672046,0.06776883,0.47997457,-0.25846136,-0.21534404,0.18373585,-0.0066709686,-0.084716424,0.040327948,0.08002638,-0.13391864,0.13526736,-0.012744637,-0.15442178,-0.13870277,0.08308889,-0.03855277,-0.21933886,0.36247656,0.020963214,-0.09699649,0.3025681,-0.0749125,-0.28673938,-0.1635007,0.06754519,-0.16001022,-0.2872948,-0.14201486,-0.29207143,-0.19151567,0.5421995,0.17979524,-0.09341051
37,letter,-0.006901397,-0.2215298,0.053367093,0.15246665,0.011942579,-0.38362747,0.17738594,0.11611426,-0.18367295,0.12570986,0.37880665,0.04767695,0.01625266,-0.2773479,0.23582178,0.50226146,-0.069758534,-0.22040665,-0.26691532,0.052485134,0.14999638,0.20507748,0.2595057,-0.080302134,-0.31007114,-0.33497965,0.018333115,0.1189105,0.15902233,-0.1891925,0.11296075,0.43292493,0.09476987,0.090646714,-0.1720524,0.118228704,-0.00018502875,0.22636026,0.1644146,-0.0093094045,-0.11712799,0.19139366,-0.042285535,-0.09511634,0.04209052,-0.119652316,0.20566525,-0.35099596,0.31416962,0.14336896,0.007764838,0.06193399,0.16315755,0.066908434,-0.045285113,0.22022569,-0.09616622,-0.08324578,0.18005726,0.037250776
38,letter,-0.06263033,0.045150064,0.09070973,0.072636664,0.12908545,-0.074419215,-0.055316832,-0.08218926,0.16734327,-0.002945221,-0.6216246,0.029281434,0.3031943,-0.13109095,0.0432618,0.030790005,0.21444221,-0.24777398,-0.24865483,0.20713206,-0.08628791,0.1933592,0.055969536,0.15460643,-0.26891935,-0.42236128,0.24909434,0.013496272,0.21541019,-0.14973626,0.03053398,0.0928862,0.05661038,0.020554004,-0.10489212,0.024126098,0.026294082,0.13104154,0.089726456,-0.0859746,0.42372546,0.12472614,-0.1545223,-0.045379553,0.025044154,0.14515957,-0.08958289,-0.24332291,-0.067590974,0.08510774,0.15084237,-0.080240704,-0.07036364,0.020485034,0.10769934,0.03258031,-0.15129629,0.07247416,0.104929544,-0.0126941325
39,letter,0.06864274,0.43298516,0.09441173,0.7644993,0.028793808,0.24598078,-0.11845528,-0.35632396,-1.0032022,-0.08885466,-0.8072556,-0.7018406,-0.17918254,0.23041837,0.08772136,-0.5906142,-0.11677438,0.20162745,-0.3588968,0.4112241,-0.2061512,0.63771814,0.41055417,-0.24873826,0.14396363,-0.4454325,-0.6060814,0.10739141,0.14322335,0.12074076,0.012290208,0.3684316,0.18541534,0.29572076,0.08909997,0.3335604,0.17893632,0.121581696,0.273972,0.012581544,0.1751648,-0.19162343,-0.20070839,0.37937722,-0.5786666,0.043684784,-0.07994935,-0.42064533,-0.013412683,-0.74216956,0.34294942,0.15160984,-0.0150666945,0.11832602,0.05150725,0.14924094,-0.11946528,0.41831365,0.033736892,-0.439908
40,letter,0.42069158,-0.0384073,0.2940811,0.10934224,-0.056540046,0.04729703,0.1629485,-0.34377068,-0.7325046,-0.26524353,-0.31659913,0.19840059,-0.027892133,0.1387274,-0.2085544,0.29949006,-0.1329727,-0.13877943,-0.12441698,-0.1481134,-0.15520652,0.16092037,0.37365723,0.08442074,-0.14728868,-0.26545784,0.13121922,-0.16582063,-0.19156918,-0.07473869,-0.045784246,0.15697795,0.07194892,0.08291823,0.06639516,0.1729714,0.0072794408,0.1337935,0.1435367,-0.016431602,-0.3181928,0.17109722,0.07758535,0.16877273,-0.28791624,0.023278052,0.16724008,-0.41901517,0.26096183,-0.11733166,-0.09216493,0.1586258,-0.091216184,-0.096725024,-0.03520074,-0.23502214,-0.06631005,-0.022657806,0.1591255,0.17185466
41,letter,0.33054307,-0.74548477,0.49998888,1.2917174,0.27282694,-0.61448884,0.33073825,-0.498111,-0.982228,-0.48896858,-0.045253832,0.0723738,-0.50706303,0.8896248,-0.1703132,-0.18733369,-1.0207784,-0.4283151,-0.11544096,-0.04722963,-0.17409426,0.12142419,0.54319197,-0.16278426,0.41482228,-0.5323485,-0.68517625,-0.48903757,0.20539483,0.42216718,-0.13208829,0.0931968,-0.013678922,-0.14812846,-0.11776886,-0.028277522,0.084931806,0.15551265,0.083545424,-0.13779536,-0.7765142,-0.1002401,0.31737253,0.20707193,-0.014828688,0.56073725,-0.39572993,0.39755914,0.27611312,0.98057336,-0.066858366,-0.049974706,0.12581763,-0.35196215,0.144502,0.10590501,-0.27182215,0.15293066,0.24605992,-0.4603996
42,letter,0.02579862,0.56044465,-0.21833858,0.28983387,-0.1306707,0.14717865,0.15704232,-0.48849526,-0.42965433,-0.0440339,0.041555665,0.1331238,0.1309492,-0.047510285,-0.09449332,0.5429258,-0.21464154,-0.3599219,0.33461007,-0.095323786,0.10385105,0.37792793,0.6621186,0.12256923,-0.17845628,-0.52208906,-0.093481846,0.14365216,0.024581462,-0.09298642,-0.061756797,0.30904675,0.0120935,-0.018361295,0.007184406,-0.033706285,0.009450936,0.38645664,0.016347522,-0.17196229,-0.21431312,0.08933076,-0.2945266,-0.04300276,-0.033047,0.092703685,-0.32246226,0.36257115,-3.863289e-05,-0.72869444,0.27175894,0.13482492,0.03725597,0.04982746,-0.14379063,0.16365027,-0.21035688,0.32423034,0.19131742,-0.05349804
43,letter,0.12545624,0.015896073,0.031536683,0.2530409,0.20413171,0.015743822,0.13710514,0.038470794,-0.12375621,0.041025147,-0.513367,-0.104813844,0.20097052,0.25368842,-0.424215,-0.28242263,-0.31397796,-0.08749653,-0.3490625,0.23735203,0.20828427,0.03896227,0.23530364,0.04970562,-0.19347371,-0.10817183,-0.18527265,0.021115884,0.11633875,-0.09283596,0.027390214,0.35598865,0.19848962,0.16543882,0.03053644,0.15295112,0.07805876,0.15378341,0.11212469,0.047216054,0.04016954,-0.071413085,0.18947601,0.13883862,-0.031164994,0.16030987,-0.059456076,-0.31805268,-0.05890438,0.00054594007,-0.026617322,-0.0027028206,-0.12999347,0.0020479062,0.07854588,-0.031385038,-0.12807254,0.17271568,0.16975547,0.14702563
44,letter,0.37628314,-0.37896034,0.24111009,-0.059261292,0.2315102,0.034447107,0.07524855,-0.34982517,-0.23126818,-0.5880055,-0.23605475,0.26320422,-0.4554455,0.3739613,-0.07201871,0.003329576,-0.5844311,-0.2808182,-0.656606,0.03437076,-0.037820075,0.18000989,0.29747465,-0.22521971,-0.04036984,-0.2921173,-0.43264014,0.16791883,0.30641517,0.12656887,-0.13020448,0.7169054,0.13933018,0.28531536,-0.0858327,0.10421999,0.01764575,0.20537981,0.03307566,-0.055299535,-0.10264507,0.31990233,0.28802982,0.22680607,0.27194333,0.17855808,-0.10639617,-0.2712603,0.048256792,0.045695834,-0.080948085,0.13951494,-0.10646298,-0.050243665,-0.16745396,-0.50307244,-0.17244041,0.19195673,0.05925042,-0.1097591
45,letter,0.5508735,-0.015917081,0.18707518,0.6680982,0.3713828,-0.16522391,0.117216356,-0.143662,-0.7843965,0.07795925,0.37880012,-0.23141658,-0.20745276,0.12846811,0.20192643,-0.06268385,-0.23199819,0.12754866,-0.09368958,-0.31140023,-0.015096809,0.26833805,0.07122805,0.053878043,-0.642076,-0.23785533,0.10415157,-0.14417645,-0.3471317,-0.103359975,-0.06962676,-0.038744304,-9.392832e-05,-0.048359003,-0.024871143,-0.036212914,-0.04610536,0.13629007,0.055225864,-0.020984242,0.15457806,0.054046,-0.17974623,0.117034286,-0.06626655,0.1847682,0.022329751,-0.3004388,-0.46115696,-0.045175053,0.08684577,-0.07977435,-0.025090473,0.09609947,-0.07938829,0.031297583,-0.16260442,0.44371575,-0.13950826,-0.19865791
46,letter,0.039253365,0.026043309,-0.05916258,0.2358331,-0.22163762,0.24666154,-0.03298803,-0.23737577,-0.48675975,0.005341352,-0.0118097495,0.11974124,0.281392,0.026442148,0.099858664,-0.019178355,-0.38578162,0.11870516,-0.24524175,0.05094615,0.29343536,0.3247088,0.201788,-0.13867982,0.05343257,-0.27244017,-0.25346404,0.12837209,0.056454673,0.21913144,0.003947158,0.07591237,0.07442478,-0.008038094,-0.048249856,0.31008253,0.0017158015,0.1250484,0.0857866,0.120186865,0.30385888,-0.00011638679,-0.2577696,0.017320467,-0.010354911,0.18227084,0.2065957,0.05673035,-0.38860887,0.034899324,0.026743421,0.060870737,-0.020653022,-0.024875466,-0.1094342,0.038230024,-0.019328417,0.06400141,-0.20115949,-0.110436015
47,letter,0.77005213,-0.66241807,0.18348275,1.1747938,-0.48987755,-0.042597298,-0.21213935,0.06290374,-0.40921688,-0.27442846,0.20230414,0.5638661,-0.44878983,0.61081153,-0.22028299,0.032812186,-0.42966506,0.34459025,0.28409865,0.44439217,0.11578089,0.19360773,0.58376133,-0.10400961,-0.2728514,-0.60192657,-0.43734452,-0.1654564,0.15352404,-0.09739115,-0.05169861,0.26724026,0.09142467,0.0974023,0.13034455,0.19003177,0.15416048,0.33030075,0.053662032,0.040380824,-0.058626313,-0.9459035,0.23931824,0.13329951,-0.28618124,1.0791712,-0.4937339,0.02513221,0.6084625,0.60634756,0.014364254,0.0772712,-1.8788018,0.062927864,-0.3197192,0.14145306,-0.23427922,0.67600965,0.10286877,-0.049101703
48,letter,0.02613482,0.0037356284,0.1259379,0.3167243,0.10872077,-0.12882225,0.023066374,-0.11848059,-0.27816385,-0.20040554,-0.14409114,-0.031188218,-0.30277103,-0.07090114,-0.045603767,-0.09781633,-0.58610034,-0.0036538274,-0.8677034,-0.29987687,-0.06285273,0.22740892,0.18288194,-0.060279522,0.035826072,-0.3487101,0.15191749,-0.155662,0.4383009,-0.032147262,0.013546941,0.041127663,0.06972024,0.03839524,0.022042045,-0.022797057,0.10148027,0.13673595,0.055242557,-0.20937487,0.25498593,0.13666625,-0.2655519,0.38998154,0.23089463,0.12256595,0.3000991,-0.07746521,0.083912365,-0.1888631,0.008285386,0.10165571,0.039574437,-0.043266617,-0.0825764,0.054886304,-0.15642072,0.24735102,-0.0670538,-0.12078714
49,letter,0.18143864,0.075166784,0.10486045,0.34282917,0.10005156,-0.21069515,0.21637729,-0.30806154,-0.61690474,0.14703973,-0.30376536,0.16718253,0.049872585,0.021752167,0.45618427,0.24702747,-0.23932831,0.2179392,-0.2516341,0.39841282,0.13269415,0.16445266,0.33026427,-0.17574617,-0.15602532,-0.3083588,0.08732032,-0.030181985,0.099730685,-0.14955676,-0.1725127,-0.18395142,0.030531894,-0.20289391,-0.046770293,-0.10214669,0.059235595,0.16700496,0.038240664,-0.05065622,0.08012815,-0.04950896,-0.084459804,0.17134607,0.07146178,-0.11455003,0.5292969,-0.19968973,0.08608758,0.051032573,-0.060481645,-0.08749497,-0.24131404,-0.20425248,-0.19307771,-0.009292914,-0.08568316,0.37424037,0.11499357,-0.14352606
50,letter,0.48772532,0.29739276,-0.12434199,0.3311035,0.31605715,0.16295242,0.16285169,-0.5699113,-0.2856741,-0.24845369,-0.1738586,0.2109919,0.091560826,0.67866564,-0.23665491,-0.0069925794,-0.20238353,-0.33252963,0.32335016,-0.11937501,0.026704224,0.16167952,0.11188954,-0.28075597,-0.23721418,-0.7263905,0.056917787,0.10902368,0.080456965,-0.10241709,-0.15255305,0.78663146,-0.84644663,0.12712418,0.05576587,0.1695768,-0.13195495,0.025455361,0.19314505,-0.083301105,-0.632626,-0.06826586,0.27643856,0.20506027,-0.3549175,-0.112554945,0.35580817,-0.14920467,0.4395554,-0.3372769,-0.27161628,0.23014955,-0.14180507,0.07556219,-0.1446188,-0.017899388,-0.23412599,0.6089561,0.25783536,0.20355247
51,letter,0.42504686,-0.13542794,0.049109492,0.23855785,-0.103840895,-0.19480844,0.0052905446,-0.19265597,-0.35227105,0.043290123,-0.31052363,0.4782911,0.15464406,0.3101829,-0.25525585,0.17792849,-0.022344189,0.29021794,-0.3142771,-0.16841528,0.025530685,0.21328713,0.3713491,-0.053498045,0.14760786,-0.31929463,-0.0053973948,-0.09245751,0.4208665,-0.0008144109,0.015068409,-0.14196222,0.020751182,-0.020944547,0.05162101,-0.008237708,0.004530972,0.12569721,0.020592548,-0.021928394,0.0020705361,-0.1999706,-0.15098521,-0.009760167,0.17933264,-0.09242037,-0.07101955,-0.246576,-0.07497745,0.068833336,0.04217439,0.03501811,-0.109345354,0.04944849,-0.14159912,-0.005866165,-0.22603458,0.27573618,0.08436415,-0.29456273
52,letter,0.2504276,-0.096744984,0.15505664,0.037251227,-0.06493159,0.3287541,0.32909426,-0.28676286,0.06126971,0.14489517,0.21506828,0.15871914,-0.16013828,0.07183947,-0.29255778,0.0030405235,-0.06991051,0.0049309875,0.112922736,-0.39100447,-0.07691493,-0.10233193,0.34101194,-0.033775516,-0.7413744,-0.54862744,0.35539714,-0.05717179,0.026394572,0.13377269,0.0031243383,0.5173409,0.11569129,-0.04013415,-0.021163382,0.07423223,-0.47190115,0.23436677,0.08784067,-0.075372465,0.07107382,0.075617746,-0.10578707,0.012114656,0.26983285,-0.03426537,0.48669258,-0.12997119,0.0463043,0.040986136,0.06832131,0.20298153,-0.040381137,-0.010331902,-0.19614254,-0.13918471,-0.18234044,0.08805734,0.15641932,0.020537006
53,letter,0.089630805,0.17425707,-0.0981088,0.50418884,-0.07429663,-0.057478767,-0.0031738267,-0.059843298,-0.7056568,-0.04482727,-0.110175714,0.0645231,0.17549095,0.3505218,0.43854254,-0.12506737,-0.22408126,0.19209665,-0.11769294,-0.1115898,0.105531245,0.15795347,0.22669859,-0.031749997,0.12600622,-0.28082806,-0.06228518,-0.069146216,-0.09817297,-0.1487481,-0.013302364,0.04367309,0.021379566,0.013388482,-0.06007743,-0.01608231,-0.09290867,0.04017115,0.07303189,-0.051739156,0.34828267,-0.034997903,-0.086877346,-0.019536678,0.20913292,-0.12452939,0.2413396,-0.07375312,-0.24115494,-0.028660668,0.09824739,-0.08849124,-0.11827278,0.35578832,-0.0113918865,0.23607972,-0.123935536,0.061469607,0.07753417,-0.010890134
54,letter,-0.036362983,-0.106873624,0.060068447,0.3236303,0.11330849,0.0036428128,0.40482786,-0.0051185978,-1.0144604,-0.3008046,-0.29526296,-0.01749767,0.12130322,0.4593173,0.28284624,-0.018794993,-0.14965299,-0.4524945,0.11003567,-0.41335148,0.341496,0.11439934,0.23036125,0.16688542,0.45976168,0.0366902,0.12737419,-0.11226648,-0.072263636,0.018678613,-0.08052064,0.005305008,0.098429516,-0.061876994,-0.028642954,-0.039489903,-0.2485397,0.10767606,-0.07183983,-0.12269822,-0.0733058,0.17681877,-0.19028497,0.25737962,0.018493202,-0.055314787,0.15141565,0.072005734,0.39676777,0.12861651,0.07924858,0.13335878,0.19130129,-0.024707308,-0.17835249,-0.0044128364,-0.23237506,-0.062156156,-0.065844074,-0.18737085
55,letter,0.15646492,0.18398254,0.24496382,-0.36891443,0.17147757,-0.28059098,0.046194244,-0.08324043,-0.7658647,-0.09638712,-0.039762083,0.1900691,0.084141284,-0.09451298,0.11949813,0.34836966,0.25830022,0.10878249,-0.40905833,0.48994213,0.26676896,0.19319135,0.14714581,-0.6475374,-0.2631108,-0.40459213,0.021349216,-0.15053216,0.19058074,0.016803013,-0.0030390339,-0.095531486,0.052576486,0.040488362,-0.101389535,0.12213918,0.11542289,0.082185164,0.09153634,-0.032674987,-0.12335312,0.14270481,-0.010135416,0.3727171,-0.33087745,0.1059459,0.28097036,0.19564198,-0.16452019,-0.11871636,-0.0032869065,-0.05904654,0.024467207,-0.054814406,0.20828573,-0.170322,-0.040199537,0.039808646,0.2511522,0.106993996
56,letter,0.36703682,0.0664219,-0.049665727,0.36243588,-0.306574,-0.38972947,-0.21983278,0.0158987,-0.2928893,-0.28687674,0.20828502,0.03129293,-0.13814549,0.29567415,-0.13881654,0.26083973,-0.3527046,0.14333034,0.15186721,0.13914946,0.06767375,0.42920947,0.17631868,0.004594161,0.039648928,-0.02660149,0.063320406,0.19990364,0.38809645,-0.2013073,-0.045992717,0.04838388,0.06250243,0.009375269,0.11949748,0.11124053,0.07642483,0.13536398,0.040611017,-0.08670629,0.054294888,0.017210238,0.060288172,0.25573754,-0.45147824,0.07841442,0.30216554,0.2676769,-0.8750186,-0.1938019,0.0075422437,-0.04385928,-0.09266832,-0.29926848,-0.019170037,-0.0736395,-0.0205421,0.33996448,0.040986907,0.06360913
57,letter,0.15111692,-0.063292295,0.48729825,0.46643892,-0.42514575,0.021298463,0.553488,-0.0823919,-0.14694226,0.078006215,-0.31121564,0.21272723,-0.11111623,0.10194816,-0.1656119,0.16724661,-0.1292128,-0.1309727,0.2193123,-0.36125898,0.32852364,0.06566599,0.3153618,-0.3817887,-0.021210363,-0.17102888,-0.18174945,0.25174823,0.36864018,0.22360936,-0.064203784,0.11116026,0.15421382,-0.011873443,0.025529357,0.052370343,0.03974529,0.58745474,-0.005009656,-0.038343377,-0.24023086,-0.132003,-0.08391824,0.33101466,0.29593867,0.16770643,0.1588534,0.03025148,-0.32194787,0.2640313,0.14643241,-0.40364736,-0.0675565,-0.044496793,-0.20243517,0.16335282,-0.08508409,0.010458874,0.015006796,0.09978365
58,punct,-0.8551605,0.77683425,-0.5579138,-0.47675088,-1.1925458,-0.83922136,0.85720474,-1.536879,0.6500453,1.185775,0.42811352,0.8453125,-0.06972828,-0.2321508,1.3662407,-0.755942,2.3691182,-1.0028342,0.107823364,-1.4208347,-0.8165561,-2.414492,0.41485643,0.23844218,-0.56989264,0.010048807,1.7386514,0.590621,0.056062985,0.21543829,-1.6127219,-0.21311662,-1.2414992,-1.8765472,0.13634202,0.24760869,1.1005251,2.111807,-0.63748884,-0.5806644,-0.014172354,1.4674925,-0.26026955,1.0936153,1.0546296,-0.48571116,-0.3805248,-1.9822005,0.2906236,0.1354052,0.5833163,1.0531076,1.822517,0.38512102,-0.23799697,0.91901493,0.6158091,1.2813543,-2.5279005,0.916494
59,punct,0.08437193,-0.69531816,0.39540365,0.5359444,-1.9276205,-0.16463436,1.9202532,0.9208588,0.2019365,-0.5228947,-1.5846473,0.49738064,-0.7833119,-0.43687823,2.0023246,-1.7669373,0.9880866,0.80841726,-0.9501262,1.2097261,-0.37039497,-0.86522573,-0.101348415,0.017748576,0.44041717,-0.5381672,-1.0643187,-0.14147384,0.5221099,-0.91185594,0.85314703,-1.2785058,-0.696827,0.8321267,-0.19804887,0.44194087,0.4879025,-1.4625245,-0.8641629,0.40839052,1.2897273,0.30458763,-1.7776595,-0.13784519,-0.08380986,-1.5600011,-0.25980347,-1.4683026,-1.0336901,1.1331068,0.28576633,-0.975638,-3.5204926,-0.07733737,1.3124126,-1.4059274,0.94817054,0.41440186,-0.2182839,-0.5824208
60,punct,-1.7275766,-0.39133394,0.23074952,-1.6107278,-0.45790586,0.3190807,-0.7456657,0.55787575,0.08741608,0.2709971,0.93767273,1.5049714,-0.20725575,1.4626194,1.0506431,-0.21719618,-1.0766891,1.3845087,0.40675995,0.77272886,-0.16499284,-1.6380967,0.023819497,-0.63754934,0.19016868,-1.1694676,0.062839106,0.36866263,0.22592957,-1.2779647,0.39840418,-1.6274217,-0.37750491,-0.18237421,-0.6741901,-0.06512766,0.10616434,-0.6294822,0.9421824,-1.0536693,1.1142334,-1.0546277,-1.804093,1.5108775,1.2033987,1.1438185,-0.05010303,-1.840567,0.8597906,1.190713,0.6365676,-1.2151616,-0.31124586,0.33165115,0.5786036,1.650528,-0.34107074,-1.5522789,0.2525337,0.28709966
61,punct,-0.38172933,-0.066558726,-1.6666325,-0.65342647,-0.22429058,0.32274783,-1.3529731,-0.45240456,-1.3669847,-0.7429235,0.68068737,-0.2399264,1.1669598,-1.6213782,0.07717957,-0.9642112,0.6992801,-0.07169542,0.42309245,-0.09341263,-0.00969258,-0.6426112,0.42836538,-0.88960165,-1.8910726,1.7777734,0.08350541,-1.026722,0.5503304,1.3920888,0.24371542,0.5946769,0.25782493,2.2911632,-1.7542118,0.73703104,-0.43487516,0.19053458,-0.20579426,-0.8593634,0.1867864,0.8217607,-1.261541,2.2929432,-1.2572,-0.681167,0.32243222,0.24121581,0.05030339,0.18497452,-1.2545797,-0.15987545,1.5577533,1.8999227,-0.41984338,0.16996858,0.2416553,-0.2982829,0.7377773,-0.6341126
62,punct,-0.1965453,-0.20513457,-1.5397902,-1.3525236,0.4778552,0.9397786,0.98167187,-0.38164592,-0.82683736,2.2969975,0.39172697,-1.3187567,0.5554152,0.82211614,0.45505717,1.5076755,0.6849729,-1.4708123,1.2980611,-1.4951175,0.49067053,1.0286902,-0.8996266,-0.12070233,-0.7851759,-0.03488158,3.0311973,-1.4407527,-0.009312047,1.0695772,2.0314958,-1.0937779,0.16402623,1.5813621,-0.45724374,-1.1202736,-1.4400517,-0.6628281,-0.28802153,3.3443825,-0.33812594,0.14828657,1.2351285,-0.021214861,0.2881676,0.8611064,-0.13456792,-1.2080953,-1.3448768,-1.020129,0.46564448,-0.5092842,1.2201227,-1.1216196,0.6730021,1.4989023,-0.725824,-0.26001504,-1.5908673,0.14158557
63,punct,0.006504816,0.24430346,-0.08112135,0.9790267,0.30893978,0.7181087,-0.25143227,-0.4423126,-0.11837008,-0.36752713,0.020965138,0.23929396,-0.49073863,0.31917396,-0.6430879,-0.25073653,-0.09066738,-0.33405322,-0.48050752,-0.24894255,0.3402192,-0.068141386,0.26220986,-0.10208423,0.8131908,-0.38245794,0.53950864,0.3671209,0.39349964,-0.28412655,0.24349232,0.2579198,0.3668993,0.114556365,-0.014606751,0.25772434,0.19415528,0.3843677,0.23995964,0.09603295,0.33063346,-0.19991423,-0.32952106,0.22861163,0.035062533,0.3439503,0.7456838,-0.10009387,0.047557004,-0.122702606,-0.23735884,-0.60516244,0.23573439,-0.27747422,0.3950824,-0.02803439,0.0037126811,0.09737351,-0.37919095,-0.13622707
64,letter,-0.04333965,0.012485978,-0.017693423,-0.12047608,-0.21272583,0.02997822,-0.23983118,-0.099918574,-0.04714308,-0.28872132,-0.10863445,0.11822952,-0.30749023,0.090900265,0.04061619,-0.20078912,-0.11853109,-0.01836249,0.1680121,0.060538027,-0.10935233,-0.24264354,0.16135634,-0.01229375,0.1787707,-0.106178746,0.1048072,-0.08402106,-0.049221866,-0.062115733,0.040452432,0.31182954,0.06630581,0.09773754,0.0669585,0.27619904,-0.0034188216,0.22766815,0.0038710604,-0.07117738,0.0630222,0.13138174,-0.15334313,0.15464021,0.36921284,-0.023619767,0.16056435,0.025585273,0.18046847,0.25013885,0.06893744,-0.10937121,0.04727525,0.023229824,0.4039044,0.007898917,0.04014415,0.09824129,0.051934972,-0.069986336
