step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_coupling,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_c0,alpha_b0,alpha_c0_std,alpha_b0_std,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
6700,1773681030.4975505,6.496514320373535,6.496514320373535,0,0,0,,,662.8271984374809,9.372488993067034,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00017673907801508902,0.602135713716551,0.0,0.11315740428119098,,,,,,,,,,,0.046889543533325195,174708.461262324
6800,1773681032.701365,6.4097185134887695,6.4097185134887695,0,0,0,,,607.7225912708567,9.247269112904426,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00017362133860588072,0.543261215151953,0.0,0.10417282733238321,,,,,,,,,,,0.03125882148742676,262070.0208833871
6900,1773681034.9175363,6.432990074157715,6.432990074157715,0,0,0,,,622.0310892192642,9.28084287807526,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00017049311622977255,0.5559195753212344,0.0,0.13413415120027103,,,,,,,,,,,0.0468900203704834,174706.68460525447
7000,1773681037.1185188,6.3934125900268555,6.3934125900268555,0,0,0,6.261813931465149,6.261813931465149,597.8934674639909,9.223744637988808,524.1690063476562,9.033887905894193,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00016735576651990414,0.5296705038662729,0.0,0.11121436750069291,,,,,,,,,,,0.031259775161743164,262062.02564200346
7100,1773681059.1275039,6.327195644378662,6.327195644378662,0,0,0,,,559.5851157262231,9.128213778879346,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00016421070098876953,0.5703264189617341,0.0,0.12276340950930942,,,,,,,,,,,0.031260013580322266,262060.0269078817
7200,1773681061.344287,6.298637866973877,6.298637866973877,0,0,0,,,543.8306357138405,9.087013615038652,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00016105931885540485,0.5734460096888694,0.0,0.11524077174075255,,,,,,,,,,,0.031259775161743164,262062.02564200346
7300,1773681063.5488586,6.3790178298950195,6.3790178298950195,0,0,0,,,589.3485827460497,9.202977388931822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00015790303777903317,0.5438142047216988,0.0,0.12086380164484385,,,,,,,,,,,0.031259775161743164,262062.02564200346
7400,1773681065.7664974,6.361876010894775,6.361876010894775,0,0,0,,,579.3321710397853,9.178246971668354,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001547432256862521,0.5636419964908685,0.0,0.11552539863639921,,,,,,,,,,,0.031260013580322266,262060.0269078817
7500,1773681067.9859421,6.447503566741943,6.447503566741943,0,0,0,,,631.1247636834065,9.301781421852505,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00015158130512572823,0.5710891071765603,0.0,0.12397465145398728,,,,,,,,,,,0.03125953674316406,262064.0244066142
7600,1773681070.1919122,6.3884453773498535,6.3884453773498535,0,0,0,,,594.9309672284645,9.216578464892656,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00014841869962401686,0.5909859841715238,0.0,0.12893965254632986,,,,,,,,,,,0.03122091293334961,262388.22732340585
7700,1773681072.4113562,6.374717712402344,6.374717712402344,0,0,0,,,586.8197556196936,9.196773630749899,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00014525677934288978,0.5208957407318826,0.0,0.10575085720966824,,,,,,,,,,,0.0468897819519043,174707.5729292724
7800,1773681074.6151695,6.330549240112305,6.330549240112305,0,0,0,,,561.4648882196851,9.133051994813417,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001420969672501087,0.5791662029661857,0.0,0.11387054939819391,,,,,,,,,,,0.03126049041748047,262056.02953110222
7900,1773681076.8346136,6.3459882736206055,6.3459882736206055,0,0,0,,,570.2006255907309,9.155325811891961,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00013894066885113715,0.5397766731245542,0.0,0.12253857970206265,,,,,,,,,,,0.03125357627868652,262114.0034328347
